dL_thr,reduction_pars_coll,dL_cov,thr_fib_0,thr_fib_1,thr_fib_2
0.0,1.0,0.0,0.0,0.0,0.0
0.0100000007,0.8313552436812055,0.00953484296132956,0.4000000059604645,0.6000000238418579,0.550000011920929
0.0200000014,0.7068624723152775,0.019829683850616675,0.45000001788139343,0.7000000476837158,0.3499999940395355
0.0300000012,0.6455409511302045,0.029709344194998266,0.4000000059604645,0.800000011920929,0.25
0.0400000028,0.5740960033833792,0.039383741371125325,0.45000001788139343,0.8999999761581421,0.20000000298023224
0.0500000045,0.5136548285494875,0.0499884353877178,0.6499999761581421,0.6000000238418579,0.25
0.0600000024,0.4605947624400396,0.05950281049535988,0.6499999761581421,0.7000000476837158,0.25
0.0700000077,0.4082058073922383,0.06959852762338414,0.6499999761581421,0.800000011920929,0.20000000298023224
0.0800000057,0.3608117884052487,0.07997794250331935,0.7000000476837158,0.75,0.25
0.0900000036,0.32229246196480843,0.08949204941745847,0.7000000476837158,0.8500000238418579,0.15000000596046448
0.1000000089,0.28174978575641896,0.09987323074483356,0.75,0.800000011920929,0.15000000596046448
0.1100000069,0.2532181055302668,0.10966172838561761,0.800000011920929,0.7000000476837158,0.25
0.1200000048,0.22598969404903674,0.11969258237877511,0.800000011920929,0.800000011920929,0.20000000298023224
0.1300000101,0.20465771109948694,0.1292278443215764,0.800000011920929,0.949999988079071,0.15000000596046448
0.1400000155,0.19271794415198495,0.13798605981719447,0.800000011920929,0.949999988079071,0.3499999940395355
0.150000006,0.17084395276624634,0.14884841814819083,0.8500000238418579,0.8999999761581421,0.20000000298023224
0.1599999964,0.15657143493116382,0.15921290231926832,0.8500000238418579,0.8500000238418579,0.5
0.1700000018,0.14371459416144505,0.16939249561255565,0.8500000238418579,0.8999999761581421,0.6499999761581421
0.1800000072,0.12695685078630176,0.17948204978893045,0.8999999761581421,0.6499999761581421,0.6000000238418579
0.1899999976,0.11556910885799825,0.18990384743665345,0.8999999761581421,0.949999988079071,0.4000000059604645
0.200000003,0.09920535108123449,0.19974262300820556,0.949999988079071,0.45000001788139343,0.8500000238418579
0.2100000083,0.0902304927045887,0.20947586936381413,0.949999988079071,0.550000011920929,0.8999999761581421
0.2199999988,0.08217493405749518,0.21830328890064266,0.949999988079071,0.8999999761581421,0.550000011920929
0.2300000042,0.06634205518024285,0.22960884884014376,1.0,0.20000000298023224,0.949999988079071
0.2400000095,0.05792812545213743,0.2392183412302984,1.0,0.4000000059604645,0.75
0.25,0.048636075280186084,0.2497761867562076,1.0,0.45000001788139343,0.949999988079071
0.2600000203,0.042791955570889585,0.2597993635718012,1.0,0.8999999761581421,0.6499999761581421
0.2700000107,0.03939410802328299,0.2695970500499243,1.0,0.8999999761581421,0.949999988079071
0.2800000012,0.03939410802328299,0.2695970500499243,1.0,0.8999999761581421,0.949999988079071
0.2900000215,0.03939410802328299,0.2695970500499243,1.0,0.8999999761581421,0.949999988079071
0.3000000119,0.03939410802328299,0.2695970500499243,1.0,0.8999999761581421,0.949999988079071
