dL_thr,reduction_pars_coll,dL_cov,thr_fib_0,thr_fib_1,thr_fib_2
0.0,1.0,0.0,0.0,0.0,0.0
0.0100000007,0.8255589809796218,0.009640558705967806,0.45000001788139343,0.6000000238418579,0.3499999940395355
0.0200000014,0.6997818610811232,0.019443970022166468,0.4000000059604645,0.7000000476837158,0.20000000298023224
0.0300000012,0.6280753692223793,0.029966776184863875,0.45000001788139343,0.75,0.20000000298023224
0.0400000028,0.5733080321866201,0.03894696202951309,0.550000011920929,0.7000000476837158,0.20000000298023224
0.0500000045,0.5053544200954915,0.04982737403770443,0.0,0.8999999761581421,0.0
0.0600000024,0.4399739568841749,0.059439938380364765,0.6499999761581421,0.6000000238418579,0.20000000298023224
0.0700000077,0.3929494385148746,0.06895714283018606,0.6499999761581421,0.6499999761581421,0.30000001192092896
0.0800000057,0.34283981257860235,0.07978012103376386,0.7000000476837158,0.550000011920929,0.30000001192092896
0.0900000036,0.29003906467373763,0.08992840187738693,0.7000000476837158,0.6499999761581421,0.15000000596046448
0.1000000089,0.2473372583499349,0.09949237031696612,0.7000000476837158,0.75,0.10000000149011612
0.1100000069,0.22050728428175534,0.10965201930002877,0.7000000476837158,0.8500000238418579,0.05000000074505806
0.1200000048,0.1936394697888727,0.11782433269399917,0.75,0.6499999761581421,0.15000000596046448
0.1300000101,0.16827302979376968,0.1276524797322054,0.75,0.75,0.10000000149011612
0.1400000155,0.14419872900691144,0.13985527095246653,0.800000011920929,0.6499999761581421,0.10000000149011612
0.150000006,0.1254699446862027,0.14944202245624183,0.800000011920929,0.75,0.10000000149011612
0.1599999964,0.11516288076927357,0.1583152061139117,0.800000011920929,0.800000011920929,0.15000000596046448
0.1700000018,0.10102614328165518,0.16957271963110543,0.8500000238418579,0.6000000238418579,0.20000000298023224
0.1800000072,0.0894158106198039,0.17894054015778238,0.8500000238418579,0.4000000059604645,0.7000000476837158
0.1899999976,0.07647215946400152,0.1895988951291656,0.8500000238418579,0.45000001788139343,0.75
0.200000003,0.07098974969672013,0.1991495318361558,0.8500000238418579,0.6000000238418579,0.6000000238418579
0.2100000083,0.05862260854080645,0.20959195592877222,0.8999999761581421,0.30000001192092896,0.800000011920929
0.2199999988,0.05089648417936361,0.21970913533732528,0.8999999761581421,0.3499999940395355,0.800000011920929
0.2300000042,0.037358515764988706,0.22850892964470404,0.949999988079071,0.05000000074505806,1.0
0.2400000095,0.030369166731588963,0.2380647574645991,0.949999988079071,0.15000000596046448,0.949999988079071
0.25,0.0267398248210927,0.24963194332667626,0.949999988079071,0.3499999940395355,0.7000000476837158
0.2600000203,0.017110549687816497,0.25977636041352525,1.0,0.0,1.0
0.2700000107,0.01478336356857464,0.26906715102450107,1.0,0.05000000074505806,0.949999988079071
0.2800000012,0.012646492526516121,0.2740534669464978,1.0,0.05000000074505806,1.0
0.2900000215,0.010589754148534797,0.2855411017444567,1.0,0.10000000149011612,0.949999988079071
0.3000000119,0.008332684110360486,0.29938156845310004,1.0,0.15000000596046448,0.949999988079071
