dL_thr,reduction_pars_coll,dL_cov,thr_fib_0,thr_fib_1,thr_fib_2
0.0,1.0,0.0,0.0,0.0,0.0
0.0100000007,0.8312751110171284,0.009467623377986456,0.45000001788139343,0.6000000238418579,0.5
0.0200000014,0.7096804710019922,0.019363388992701402,0.4000000059604645,0.75,0.25
0.0300000012,0.6400429600115747,0.0298240204101603,0.4000000059604645,0.8999999761581421,0.15000000596046448
0.0400000028,0.5733480985186586,0.03958096939538791,0.5,1.0,0.15000000596046448
0.0500000045,0.5222568474474407,0.049232751540330355,0.6499999761581421,0.6499999761581421,0.3499999940395355
0.0600000024,0.4691355688862673,0.059687303220698595,0.6499999761581421,0.8500000238418579,0.15000000596046448
0.0700000077,0.4238094178139364,0.06985875414648035,0.7000000476837158,0.75,0.3499999940395355
0.0800000057,0.3816106665479516,0.07994289937710164,0.7000000476837158,1.0,0.15000000596046448
0.0900000036,0.34073855605391146,0.08982764117899933,0.75,0.8999999761581421,0.25
0.1000000089,0.3076749284927269,0.09995536410133354,0.800000011920929,0.8500000238418579,0.25
0.1100000069,0.27657343824776576,0.10939269881419023,0.800000011920929,0.75,0.75
0.1200000048,0.25265606392805867,0.11971069635183085,0.800000011920929,0.949999988079071,0.800000011920929
0.1300000101,0.22542987835416411,0.1296492213368765,0.8500000238418579,0.75,0.75
0.1400000155,0.20739557712212442,0.13986822573497193,0.8500000238418579,0.949999988079071,0.7000000476837158
0.150000006,0.19021379839957261,0.14982628825237043,0.8999999761581421,0.6499999761581421,0.800000011920929
0.1599999964,0.1716831198317214,0.15763209106080467,0.8999999761581421,1.0,0.7000000476837158
0.1700000018,0.15480517746046232,0.16997996694408357,0.949999988079071,0.7000000476837158,0.8999999761581421
0.1800000072,0.14147310547461908,0.1785474895950756,0.949999988079071,0.8999999761581421,0.8999999761581421
0.1899999976,0.13219218483934514,0.18884632564004278,1.0,0.3499999940395355,0.8999999761581421
0.200000003,0.11479894491992298,0.1997109660951537,1.0,0.5,0.949999988079071
0.2100000083,0.10008681038608362,0.20972263754811138,1.0,0.949999988079071,0.800000011920929
0.2199999988,0.09322990283914481,0.2178214934101561,1.0,0.8500000238418579,0.949999988079071
0.2300000042,0.09322990283914481,0.2178214934101561,1.0,0.8500000238418579,0.949999988079071
0.2400000095,0.09322990283914481,0.2178214934101561,1.0,0.8500000238418579,0.949999988079071
0.25,0.09322990283914481,0.2178214934101561,1.0,0.8500000238418579,0.949999988079071
0.2600000203,0.09322990283914481,0.2178214934101561,1.0,0.8500000238418579,0.949999988079071
0.2700000107,0.09322990283914481,0.2178214934101561,1.0,0.8500000238418579,0.949999988079071
0.2800000012,0.09322990283914481,0.2178214934101561,1.0,0.8500000238418579,0.949999988079071
0.2900000215,0.09322990283914481,0.2178214934101561,1.0,0.8500000238418579,0.949999988079071
0.3000000119,0.09322990283914481,0.2178214934101561,1.0,0.8500000238418579,0.949999988079071
