dL_thr,reduction_pars_coll,dL_cov,thr_fib_0,thr_fib_1,thr_fib_2
0.0,1.0,0.0,0.0,0.0,0.0
0.0100000007,0.8226207832967913,0.0099482102616264,0.45000001788139343,0.6000000238418579,0.45000001788139343
0.0200000014,0.7112497356735039,0.01887656256531045,0.4000000059604645,0.7000000476837158,0.25
0.0300000012,0.6473929060333218,0.02835218100426573,0.4000000059604645,0.75,0.30000001192092896
0.0400000028,0.5744432449277137,0.039571165911183925,0.6000000238418579,0.6000000238418579,0.30000001192092896
0.0500000045,0.5127010272562353,0.049692006712575676,0.6000000238418579,0.7000000476837158,0.20000000298023224
0.0600000024,0.46711889684032454,0.0581605333754851,0.6499999761581421,0.6000000238418579,0.30000001192092896
0.0700000077,0.4082514384926155,0.06894076690878137,0.6000000238418579,0.8500000238418579,0.15000000596046448
0.0800000057,0.3489799779635174,0.07981586705591326,0.6499999761581421,0.800000011920929,0.15000000596046448
0.0900000036,0.30852967690955024,0.08995380800115527,0.7000000476837158,0.7000000476837158,0.20000000298023224
0.1000000089,0.26818065463934737,0.0997490634326823,0.7000000476837158,0.800000011920929,0.25
0.1100000069,0.22727181667427185,0.10938316592910269,0.75,0.7000000476837158,0.15000000596046448
0.1200000048,0.20480684689096393,0.11934842815117008,0.75,0.800000011920929,0.10000000149011612
0.1300000101,0.17976984118151162,0.129645903189612,0.800000011920929,0.7000000476837158,0.10000000149011612
0.1400000155,0.16338271137772534,0.1383938149738242,0.800000011920929,0.75,0.20000000298023224
0.150000006,0.15050806334932276,0.14880332291431841,0.8500000238418579,0.550000011920929,0.20000000298023224
0.1599999964,0.13047489733002415,0.15924999094568193,0.8500000238418579,0.550000011920929,0.4000000059604645
0.1700000018,0.11411781727526683,0.16924102083430625,0.8500000238418579,0.6499999761581421,0.3499999940395355
0.1800000072,0.10079019710409455,0.17977566411718726,0.8500000238418579,0.949999988079071,0.0
0.1899999976,0.09433506583120944,0.18939884228893789,0.8999999761581421,0.4000000059604645,0.6499999761581421
0.200000003,0.08163069971397091,0.19791652282583527,0.949999988079071,0.10000000149011612,0.949999988079071
0.2100000083,0.06922237927235089,0.20836035445609014,0.949999988079071,0.20000000298023224,0.8999999761581421
0.2199999988,0.05764320931319629,0.2187860663761967,0.949999988079071,0.30000001192092896,0.800000011920929
0.2300000042,0.05196714560772835,0.2286337363839266,0.949999988079071,0.30000001192092896,0.949999988079071
0.2400000095,0.044768561284793715,0.2379646155750379,1.0,0.0,1.0
0.25,0.03503689441408554,0.2467419525855803,1.0,0.10000000149011612,0.949999988079071
0.2600000203,0.02706592024574017,0.2582724174790201,1.0,0.15000000596046448,0.949999988079071
0.2700000107,0.02222123293007312,0.26871174230473116,1.0,0.25,0.949999988079071
0.2800000012,0.020111072776040333,0.2791970499238232,1.0,0.4000000059604645,0.75
0.2900000215,0.017474485537167087,0.289060352704837,1.0,0.949999988079071,0.45000001788139343
0.3000000119,0.015931931753681093,0.29711627689539455,1.0,0.949999988079071,0.7000000476837158
