dL_thr,reduction_pars_coll,dL_cov,thr_fib_0,thr_fib_1,thr_fib_2
0.0,1.0,0.0,0.0,0.0,0.0
0.0100000007,0.8188289501508053,0.009747551282998757,0.4000000059604645,0.6000000238418579,0.5
0.0200000014,0.6979321320853413,0.01998174347772874,0.0,0.7000000476837158,0.25
0.0300000012,0.6319350925420975,0.029156589384569997,0.45000001788139343,0.75,0.20000000298023224
0.0400000028,0.5740359038853212,0.039192211706222224,0.6000000238418579,0.6000000238418579,0.25
0.0500000045,0.516814504012198,0.0493270700899302,0.6000000238418579,0.6499999761581421,0.30000001192092896
0.0600000024,0.4535942838699625,0.059988734716171166,0.6499999761581421,0.550000011920929,0.4000000059604645
0.0700000077,0.4023049270458871,0.06921260899434856,0.6499999761581421,0.6499999761581421,0.20000000298023224
0.0800000057,0.34795717354286543,0.0798449723952217,0.7000000476837158,0.550000011920929,0.30000001192092896
0.0900000036,0.30444068513427786,0.08990720857400447,0.7000000476837158,0.6499999761581421,0.15000000596046448
0.1000000089,0.26289078585658476,0.09866818004138622,0.7000000476837158,0.75,0.10000000149011612
0.1100000069,0.23007645991697365,0.10899409735793597,0.75,0.6000000238418579,0.20000000298023224
0.1200000048,0.19410023260731657,0.11920298395671125,0.75,0.7000000476837158,0.15000000596046448
0.1300000101,0.1749351704488542,0.12883965462083324,0.75,0.800000011920929,0.05000000074505806
0.1400000155,0.14775684188267244,0.13950706580908445,0.800000011920929,0.6499999761581421,0.15000000596046448
0.150000006,0.13198962727181668,0.14902849258760398,0.800000011920929,0.800000011920929,0.05000000074505806
0.1599999964,0.1209190771388187,0.15895660908790887,0.8500000238418579,0.5,0.25
0.1700000018,0.10312962571368153,0.16945685086830053,0.8500000238418579,0.5,0.45000001788139343
0.1800000072,0.08897174210637611,0.1798138347803615,0.8500000238418579,0.4000000059604645,0.800000011920929
0.1899999976,0.08029181645168111,0.18960298868478276,0.8500000238418579,0.5,0.75
0.200000003,0.07075714238016272,0.19827658903523115,0.8999999761581421,0.3499999940395355,0.6499999761581421
0.2100000083,0.06204827993010651,0.20890098689415026,0.8999999761581421,0.5,0.5
0.2199999988,0.05206842439149258,0.21838206233769597,0.949999988079071,0.05000000074505806,1.0
0.2300000042,0.043581039721316404,0.22864585055503994,0.949999988079071,0.20000000298023224,0.8500000238418579
0.2400000095,0.03575808839078029,0.23860571900149807,0.949999988079071,0.20000000298023224,0.949999988079071
0.25,0.03077650777398137,0.2475874243536964,1.0,0.0,1.0
0.2600000203,0.02868638078596788,0.2569917260116199,1.0,0.05000000074505806,0.8999999761581421
0.2700000107,0.021193976694750198,0.26235542516224086,1.0,0.05000000074505806,1.0
0.2800000012,0.014874625769329223,0.2795551209565019,1.0,0.10000000149011612,1.0
0.2900000215,0.013476755962649275,0.2899459993641358,1.0,1.0,0.15000000596046448
0.3000000119,0.011371047623287443,0.29917174387082923,1.0,1.0,0.25
