dL_thr,reduction_pars_coll,dL_cov,thr_fib_0,thr_fib_1,thr_fib_2
0.0,1.0,0.0,0.0,0.0,0.0
0.0100000007,0.8358337692401865,0.008978979349649308,0.45000001788139343,0.6000000238418579,0.45000001788139343
0.0200000014,0.7130371392638924,0.019359119048658613,0.45000001788139343,0.7000000476837158,0.3499999940395355
0.0300000012,0.6460217471146676,0.029923945476639346,0.550000011920929,0.7000000476837158,0.25
0.0400000028,0.5749262668195123,0.03905034300260013,0.6000000238418579,0.6499999761581421,0.4000000059604645
0.0500000045,0.5171261310391648,0.04992429667436227,0.6499999761581421,0.6499999761581421,0.3499999940395355
0.0600000024,0.4691967813379929,0.05960188032076985,0.7000000476837158,0.6000000238418579,0.25
0.0700000077,0.4196547617722674,0.06980290814499313,0.7000000476837158,0.5,0.8500000238418579
0.0800000057,0.3814014312584167,0.07963147619011579,0.75,0.550000011920929,0.45000001788139343
0.0900000036,0.3418982537756953,0.08965277728566434,0.75,0.75,0.25
0.1000000089,0.3116860135112575,0.0996596426848555,0.75,0.949999988079071,0.20000000298023224
0.1100000069,0.27866690409678246,0.10847895401457208,0.800000011920929,0.45000001788139343,0.949999988079071
0.1200000048,0.2527840535998486,0.11986635299399495,0.800000011920929,0.6499999761581421,0.7000000476837158
0.1300000101,0.23283658501296592,0.12914288043612032,0.800000011920929,1.0,0.25
0.1400000155,0.2047311660415577,0.13954065988218645,0.8500000238418579,0.45000001788139343,0.949999988079071
0.150000006,0.18586660137338482,0.14976632630714448,0.8500000238418579,0.6499999761581421,0.800000011920929
0.1599999964,0.16793914369344803,0.158301661387668,0.8999999761581421,0.45000001788139343,0.8500000238418579
0.1700000018,0.14868059342689563,0.1698463328593789,0.949999988079071,0.25,1.0
0.1800000072,0.13065296991686237,0.1789717926440062,0.949999988079071,0.3499999940395355,1.0
0.1899999976,0.11645056816284738,0.18940205359831452,0.949999988079071,0.45000001788139343,0.949999988079071
0.200000003,0.10752134088657889,0.19943949893058743,0.949999988079071,0.8500000238418579,0.75
0.2100000083,0.09475131050294376,0.20987911328847986,1.0,0.30000001192092896,0.800000011920929
0.2199999988,0.08032520506171328,0.2175854991291999,1.0,0.25,1.0
0.2300000042,0.07025520027601251,0.2288891567150131,1.0,0.45000001788139343,0.949999988079071
0.2400000095,0.06165652023906245,0.23985528359480668,1.0,1.0,0.75
0.25,0.055811287576098205,0.24975349352462217,1.0,1.0,1.0
0.2600000203,0.055811287576098205,0.24975349352462217,1.0,1.0,1.0
0.2700000107,0.055811287576098205,0.24975349352462217,1.0,1.0,1.0
0.2800000012,0.055811287576098205,0.24975349352462217,1.0,1.0,1.0
0.2900000215,0.055811287576098205,0.24975349352462217,1.0,1.0,1.0
0.3000000119,0.055811287576098205,0.24975349352462217,1.0,1.0,1.0
