dL_thr,reduction_pars_coll,dL_cov,thr_fib_0,thr_fib_1,thr_fib_2
0.0,1.0,0.0,0.0,0.0,0.0
0.0100000007,0.8263803407864131,0.009105786429472573,0.45000001788139343,0.6000000238418579,0.45000001788139343
0.0200000014,0.7095268833958442,0.019993153131736108,0.45000001788139343,0.7000000476837158,0.25
0.0300000012,0.637625624645246,0.02997393179998653,0.45000001788139343,0.75,0.30000001192092896
0.0400000028,0.5691678445426317,0.03986625227270224,0.6000000238418579,0.6499999761581421,0.15000000596046448
0.0500000045,0.5149714527384225,0.049566187647087645,0.6499999761581421,0.550000011920929,0.25
0.0600000024,0.45592926066487854,0.059827086983204936,0.6499999761581421,0.6499999761581421,0.25
0.0700000077,0.4040211016015403,0.06875119156848086,0.6499999761581421,0.75,0.15000000596046448
0.0800000057,0.34306908103415656,0.07991588593540655,0.6499999761581421,0.8500000238418579,0.15000000596046448
0.0900000036,0.31170159486260585,0.08965273503235949,0.7000000476837158,0.75,0.10000000149011612
0.1000000089,0.2792211550233164,0.09977109640908566,0.7000000476837158,0.8500000238418579,0.05000000074505806
0.1100000069,0.23382933968458894,0.10906108435619899,0.75,0.75,0.10000000149011612
0.1200000048,0.21199875349189212,0.11977807108632987,0.75,0.800000011920929,0.25
0.1300000101,0.18364959766724911,0.12884169398057566,0.800000011920929,0.75,0.10000000149011612
0.1400000155,0.16838766402154678,0.13882675510103581,0.800000011920929,0.800000011920929,0.15000000596046448
0.150000006,0.1569320319195112,0.1498413539293324,0.800000011920929,0.949999988079071,0.05000000074505806
0.1599999964,0.13404413974246251,0.15878879630054143,0.8500000238418579,0.75,0.10000000149011612
0.1700000018,0.12194410746680616,0.1679889491715585,0.8500000238418579,0.800000011920929,0.20000000298023224
0.1800000072,0.11039832611768371,0.1796682545573276,0.8500000238418579,0.949999988079071,0.10000000149011612
0.1899999976,0.09699947691177617,0.18952245790569577,0.8999999761581421,0.4000000059604645,0.75
0.200000003,0.08486271716508442,0.19997069926466793,0.8999999761581421,1.0,0.0
0.2100000083,0.07146831977384782,0.20982631358856452,0.949999988079071,0.20000000298023224,0.949999988079071
0.2199999988,0.06184015759423935,0.21996721919276752,0.949999988079071,0.3499999940395355,0.75
0.2300000042,0.054501341109169626,0.22896486673562322,0.949999988079071,0.3499999940395355,0.949999988079071
0.2400000095,0.05063382711377725,0.23795987335324753,0.949999988079071,0.5,0.8500000238418579
0.25,0.0413473417101646,0.24671941006818088,1.0,0.10000000149011612,1.0
0.2600000203,0.03263068858443423,0.25959118528408,1.0,0.20000000298023224,0.8999999761581421
0.2700000107,0.027853891442499248,0.26823436933773337,1.0,0.25,1.0
0.2800000012,0.024763219107188567,0.27875425612728577,1.0,0.3499999940395355,1.0
0.2900000215,0.02221344225439895,0.2898524143238319,1.0,0.6499999761581421,0.949999988079071
0.3000000119,0.02069537345160321,0.2977957928960677,1.0,0.8999999761581421,0.800000011920929
