fib_0,fib_1,fib_2,opf_0,opf_1,opf_2,dL,reduction_pars_coll
0.4000000059604645,0.4000000059604645,0.4000000059604645,0.4000000059604645,0.4000000059604645,0.4000000059604645,2.990776192746125e-05,0.9988859333785934
0.4000000059604645,0.4000000059604645,0.4000000059604645,0.8199999928474426,0.4600000083446502,0.4000000059604645,2.990776192746125e-05,0.9988859333785934
0.4000000059604645,0.4000000059604645,0.4600000083446502,0.699999988079071,0.4600000083446502,0.4000000059604645,2.990776192746125e-05,0.9988859333785934
0.4000000059604645,0.4000000059604645,0.4600000083446502,0.699999988079071,0.4600000083446502,0.4600000083446502,2.990776192746125e-05,0.9988859333785934
0.4000000059604645,0.4000000059604645,0.4600000083446502,0.699999988079071,0.5199999809265137,0.4600000083446502,2.990776192746125e-05,0.9988859333785934
0.4000000059604645,0.4000000059604645,0.4000000059604645,0.7599999904632568,0.4600000083446502,0.4600000083446502,2.990776192746125e-05,0.9988859333785934
0.4000000059604645,0.4000000059604645,0.4000000059604645,0.7599999904632568,0.4600000083446502,0.4000000059604645,2.990776192746125e-05,0.9988859333785934
0.4000000059604645,0.4000000059604645,0.4600000083446502,0.7599999904632568,0.4600000083446502,0.4000000059604645,2.990776192746125e-05,0.9988859333785934
0.4000000059604645,0.4000000059604645,0.4600000083446502,0.4600000083446502,0.4000000059604645,0.4000000059604645,2.990776192746125e-05,0.9988859333785934
0.4000000059604645,0.4000000059604645,0.4000000059604645,0.699999988079071,0.5199999809265137,0.4600000083446502,2.990776192746125e-05,0.9988859333785934
0.4000000059604645,0.4000000059604645,0.4000000059604645,0.699999988079071,0.4600000083446502,0.4600000083446502,2.990776192746125e-05,0.9988859333785934
0.4000000059604645,0.4000000059604645,0.4000000059604645,0.699999988079071,0.4600000083446502,0.4000000059604645,2.990776192746125e-05,0.9988859333785934
0.4000000059604645,0.4000000059604645,0.4600000083446502,0.8199999928474426,0.4600000083446502,0.4000000059604645,2.990776192746125e-05,0.9988859333785934
