epoch,num_nodes_coll,num_params_coll,reduction_pars_coll,reduction_nodes,num_colors_l0,num_colors_l1,num_colors_l2
63,472,72782,0.08100299384536622,0.31466666666666665,22,178,272
64,472,70460,0.0784187154288767,0.31466666666666665,19,178,275
65,470,69870,0.0777620727649108,0.31333333333333335,19,176,275
66,467,70421,0.07837531023583488,0.31133333333333335,21,172,274
67,475,71241,0.07928793224338071,0.31666666666666665,19,180,276
68,476,72980,0.0812233586715785,0.31733333333333336,21,180,275
69,476,72311,0.08047879266786123,0.31733333333333336,20,181,275
70,475,72789,0.0810107845210404,0.31666666666666665,21,180,274
71,472,71018,0.07903974357547495,0.31466666666666665,20,176,276
72,483,77299,0.08603020556254243,0.322,25,179,279
73,480,75043,0.08351938208812368,0.32,22,185,273
74,482,73988,0.08234521596865922,0.32133333333333336,20,186,276
75,470,69308,0.07713659280364159,0.31333333333333335,18,178,274
76,475,72015,0.08014935838221054,0.31666666666666665,20,180,275
77,475,71579,0.07966411058307643,0.31666666666666665,20,176,279
78,470,69761,0.07764076081512726,0.31333333333333335,19,175,276
79,487,76053,0.08464346529253987,0.32466666666666666,21,189,277
80,467,72191,0.08034523822773258,0.31133333333333335,23,174,270
81,463,67581,0.07521452181945666,0.30866666666666664,18,174,271
82,472,72782,0.08100299384536622,0.31466666666666665,22,178,272
83,474,75373,0.08388665679847748,0.316,25,177,272
84,471,67949,0.07562408876918454,0.314,16,178,277
85,476,72099,0.08024284649030061,0.31733333333333336,20,179,277
86,473,72303,0.08046988903851933,0.31533333333333335,21,179,273
87,467,67865,0.07553060066109447,0.31133333333333335,17,177,273
88,463,68915,0.07669920201222023,0.30866666666666664,20,172,271
89,472,71792,0.07990116971430479,0.31466666666666665,21,176,275
90,476,72425,0.08060566938598346,0.31733333333333336,21,175,280
91,480,73633,0.08195011741661194,0.32,21,179,280
92,471,69721,0.07759624266841772,0.314,19,173,279
93,473,73185,0.08145151417346495,0.31533333333333335,23,173,277
94,467,70073,0.07798800235946178,0.31133333333333335,21,169,277
95,480,74836,0.08328900067890174,0.32,23,176,281
96,470,71387,0.07945042347887057,0.31333333333333335,22,169,279
97,468,71920,0.08004362778377536,0.312,23,170,275
98,473,69971,0.07787448108535241,0.31533333333333335,19,172,282
99,480,75842,0.08440863206864699,0.32,24,178,278
100,477,75347,0.08385772000311627,0.318,25,172,280
101,471,72931,0.0811688239418593,0.314,23,174,274
102,472,73658,0.08197794125830542,0.31466666666666665,24,172,276
103,471,72463,0.08064796162535753,0.314,23,170,278
104,461,68219,0.07592458625947401,0.30733333333333335,20,169,272
105,470,73056,0.08130794315032665,0.31333333333333335,24,170,276
106,456,64549,0.07184004629887258,0.304,17,165,274
107,464,68279,0.07599136347953835,0.30933333333333335,20,165,279
108,466,69236,0.0770564601395644,0.31066666666666665,20,170,276
109,471,71443,0.07951274888426395,0.314,22,168,281
110,463,70175,0.07810152363357113,0.30866666666666664,23,163,277
111,455,64421,0.071697588229402,0.30333333333333334,18,159,278
112,457,66309,0.07379884475409289,0.30466666666666664,20,159,278
113,463,68753,0.07651890351804655,0.30866666666666664,21,164,278
114,466,70697,0.07868248544813079,0.31066666666666665,23,163,280
115,453,63827,0.07103649375076515,0.302,18,157,278
116,460,67331,0.07493628340252195,0.30666666666666664,20,163,277
117,461,69053,0.07685278961836818,0.30733333333333335,22,163,276
118,455,64913,0.0722451614339295,0.30333333333333334,18,163,274
119,459,68705,0.07646548174199508,0.306,22,163,274
120,452,66755,0.0742952220899044,0.30133333333333334,22,157,273
121,460,65604,0.07301421241833703,0.30666666666666664,17,168,275
122,471,70057,0.07797019510077796,0.314,19,176,276
123,464,68642,0.07639536566092754,0.30933333333333335,20,168,276
124,459,67807,0.07546604934836562,0.306,21,162,276
125,464,68928,0.07671367040990083,0.30933333333333335,21,164,279
126,456,64966,0.07230414797831966,0.304,18,162,276
127,459,67033,0.07460462320953579,0.306,20,162,277
128,462,66736,0.07427407597021736,0.308,18,168,276
129,461,67331,0.07493628340252195,0.30733333333333335,19,168,274
130,457,65381,0.07276602375043127,0.30466666666666664,18,164,275
131,462,67393,0.07500528652992176,0.308,19,167,276
132,455,65147,0.07250559259218038,0.30333333333333334,18,165,272
133,459,68291,0.0760047189235512,0.306,21,166,272
134,462,67927,0.07559960378849429,0.308,20,165,277
135,459,66383,0.07388120332550556,0.306,19,163,277
136,456,64432,0.07170983071974714,0.304,17,164,275
137,461,68025,0.07570867324793269,0.30733333333333335,21,161,279
138,455,66485,0.07399472459961491,0.30333333333333334,21,157,277
139,451,65039,0.07238539359606459,0.3006666666666667,20,157,274
140,463,69467,0.07731355243681205,0.30866666666666664,21,170,272
141,467,69831,0.07771866757186899,0.31133333333333335,21,167,279
142,466,70953,0.07896740158707193,0.31066666666666665,23,165,278
143,460,64110,0.07135145963873524,0.30666666666666664,16,162,282
144,454,62534,0.06959744465837887,0.30266666666666664,15,164,275
145,458,64901,0.07223180598991664,0.30533333333333335,17,165,276
146,448,62606,0.06967757732245607,0.2986666666666667,18,154,276
147,449,62639,0.06971430479349144,0.29933333333333334,18,153,278
148,451,62717,0.06980111517957507,0.3006666666666667,17,157,277
149,449,62127,0.06914447251560918,0.29933333333333334,17,155,277
150,457,64607,0.07190459761160142,0.30466666666666664,17,164,276
151,446,61629,0.06859022158907525,0.29733333333333334,17,155,274
152,455,65567,0.07297303313263069,0.30333333333333334,19,162,274
153,453,63791,0.07099642741872655,0.302,17,163,273
154,449,62627,0.06970094934947858,0.29933333333333334,17,159,273
155,454,66698,0.07423178373084328,0.30266666666666664,21,160,273
156,444,61420,0.06835761427251784,0.296,17,156,271
157,438,59557,0.06628418158952043,0.292,17,149,272
158,442,60717,0.06757520784409746,0.2946666666666667,17,153,272
159,456,67558,0.07518892388509867,0.304,22,158,276
160,454,63221,0.07036204382811544,0.30266666666666664,17,157,280
161,446,62016,0.06902093465849017,0.29733333333333334,18,152,276
162,449,63413,0.07057573093232129,0.29933333333333334,19,153,277
163,452,63266,0.07041212674316369,0.30133333333333334,18,154,280
164,441,60299,0.06710999321098263,0.294,17,151,273
165,433,57197,0.06365761093365684,0.2886666666666667,16,143,274
166,446,63177,0.07031307386673492,0.29733333333333334,19,155,272
167,438,59557,0.06628418158952043,0.292,17,149,272
168,437,61323,0.06824965776674717,0.29133333333333333,20,146,271
169,443,63453,0.07062024907903083,0.29533333333333334,21,149,273
170,444,61819,0.06880168278594562,0.296,18,153,273
171,451,66971,0.07453562008213598,0.3006666666666667,23,154,274
172,441,60427,0.0672524512804532,0.294,17,152,272
173,436,58334,0.06492303925387587,0.2906666666666667,16,148,272
174,444,62839,0.0699368955270392,0.296,20,149,275
175,445,62999,0.07011496811387742,0.2966666666666667,20,149,276
176,440,59744,0.06649230392538759,0.29333333333333333,17,148,275
177,442,61610,0.06856907546938822,0.2946666666666667,19,148,275
178,440,60008,0.06678612369367064,0.29333333333333333,17,150,273
179,444,60398,0.06722017562408877,0.296,16,154,274
180,439,58553,0.06516677610711066,0.2926666666666667,15,152,272
181,439,59327,0.0660282022459405,0.2926666666666667,16,152,271
182,438,60200,0.06699981079787648,0.292,18,148,272
183,441,60427,0.0672524512804532,0.294,17,152,272
184,438,59932,0.06670153921492249,0.292,18,146,274
185,436,56522,0.06290636720793313,0.2906666666666667,14,146,276
186,435,55853,0.06216180120421587,0.29,13,148,274
187,442,62384,0.06943050160821805,0.2946666666666667,20,148,274
188,441,60811,0.06767982548886489,0.294,18,149,274
189,437,59651,0.06638879923428788,0.29133333333333333,17,151,269
190,432,58472,0.06507662686002381,0.288,17,148,267
191,427,55757,0.06205495765211294,0.2846666666666667,15,145,267
192,427,56531,0.06291638379094279,0.2846666666666667,16,145,266
193,426,56629,0.06302545325038118,0.284,17,141,268
194,426,55988,0.062312049949360605,0.284,16,142,268
195,435,57913,0.06445448575975782,0.29,16,146,273
196,427,56915,0.06334375799935449,0.2846666666666667,17,142,268
197,433,57833,0.06436544946633872,0.2886666666666667,17,142,274
198,440,61655,0.06861915838443645,0.29333333333333333,20,145,275
199,430,57237,0.06370212908036639,0.2866666666666667,17,141,272
200,420,52730,0.05868604689986756,0.28,14,136,270
201,429,55165,0.06139608908081157,0.286,14,144,271
202,422,53054,0.059046643888214935,0.2813333333333333,13,142,267
203,428,55784,0.06208500740114189,0.2853333333333333,15,144,269
204,423,53207,0.05921692579937897,0.282,13,142,268
205,433,59015,0.06568096070160599,0.2886666666666667,18,145,270
206,427,55355,0.06160755027768194,0.2846666666666667,14,148,265
207,429,58633,0.06525581240052977,0.286,19,141,269
208,427,57419,0.06390468664789485,0.2846666666666667,18,140,269
209,430,57128,0.06358081713058285,0.2866666666666667,16,146,268
210,426,55345,0.061596420741004555,0.284,15,143,268
211,427,54081,0.06018964730498269,0.2846666666666667,13,144,270
212,429,58129,0.06469488375198941,0.286,18,143,268
213,420,54550,0.060711622575152197,0.28,16,138,266
214,426,54440,0.06058919767170093,0.284,14,142,270
215,431,56115,0.06245339506516344,0.28733333333333333,15,143,273
216,427,55499,0.06176781560583633,0.2846666666666667,15,143,269
217,431,56249,0.06260253085664044,0.28733333333333333,15,144,272
218,429,53989,0.06008725556755072,0.286,13,141,275
219,425,54659,0.060832934524935725,0.2833333333333333,15,139,271
220,417,53701,0.05976672491124194,0.278,16,135,266
221,413,52343,0.05825533383045264,0.2753333333333333,15,135,263
222,427,58193,0.06476611278672469,0.2846666666666667,19,140,268
223,413,49887,0.055521919622486114,0.2753333333333333,12,134,267
224,412,52566,0.05850352249835839,0.27466666666666667,16,132,264
225,413,51161,0.05693982259518536,0.2753333333333333,14,132,267
226,423,53851,0.059933667961402766,0.282,14,141,268
227,419,52211,0.05810842394631111,0.2793333333333333,13,139,267
228,418,52442,0.058365516243558783,0.2786666666666667,13,142,263
229,416,51590,0.05741727971864531,0.2773333333333333,14,132,270
230,414,50560,0.05627093744087434,0.276,12,138,264
231,412,53102,0.0591000656642664,0.27466666666666667,16,136,260
232,418,52442,0.058365516243558783,0.2786666666666667,13,142,263
233,418,53216,0.05922694238238862,0.2786666666666667,14,142,262
234,421,54821,0.061013233019109415,0.2806666666666667,15,145,261
235,421,54167,0.06028536132040823,0.2806666666666667,14,146,261
236,416,51239,0.05702663298126899,0.2773333333333333,12,141,263
237,420,54943,0.06114901336657355,0.28,16,141,263
238,423,54493,0.06064818421609108,0.282,15,140,268
239,429,55295,0.06154077305761761,0.286,14,145,270
240,417,52813,0.05877842205428988,0.278,14,140,263
241,420,53522,0.059567506204716694,0.28,14,142,264
242,418,52835,0.05880290703498013,0.2786666666666667,14,139,265
243,418,54252,0.06037996238216603,0.2786666666666667,16,138,264
244,407,49259,0.054822984719146144,0.2713333333333333,13,130,264
245,416,49953,0.055595374564556876,0.2773333333333333,11,137,268
246,411,47275,0.05261488464235234,0.274,9,134,268
247,430,55961,0.06228200020033166,0.2866666666666667,15,143,272
248,437,60275,0.06708328232295689,0.29133333333333333,19,144,274
249,429,57487,0.06398036749730109,0.286,17,144,268
250,414,50941,0.056694972788282824,0.276,13,135,266
251,414,50101,0.05576009170738222,0.276,13,129,272
252,421,56111,0.06244894325049248,0.2806666666666667,18,137,266
253,406,48842,0.05435888303969906,0.27066666666666667,13,128,265
254,410,50867,0.05661261421687015,0.2733333333333333,14,133,263
255,408,49936,0.05557645435220532,0.272,13,134,261
256,412,52703,0.058655997150838614,0.27466666666666667,16,133,263
257,410,50595,0.056309890819245194,0.2733333333333333,14,131,265
258,418,54893,0.06109336568318661,0.2786666666666667,17,137,264
259,409,51089,0.05685968993110817,0.27266666666666667,15,130,264
260,413,53379,0.05940835383023005,0.2753333333333333,16,137,260
261,409,50723,0.05645234888871576,0.27266666666666667,14,133,262
262,411,51011,0.05677287954502454,0.274,14,133,264
263,415,51587,0.0574139408576421,0.27666666666666667,14,133,268
264,415,51861,0.05771889016260253,0.27666666666666667,14,135,266
265,408,48487,0.05396378448765178,0.272,12,129,267
266,413,51161,0.05693982259518536,0.2753333333333333,14,132,267
267,412,50381,0.05607171873434909,0.27466666666666667,13,133,266
268,409,49041,0.05458036081957908,0.27266666666666667,12,132,265
269,403,46313,0.0515442232139876,0.26866666666666666,11,124,268
270,408,48346,0.05380685802050061,0.272,12,128,268
271,405,49051,0.05459149035625647,0.27,14,125,266
272,403,45329,0.05044907680493261,0.26866666666666666,9,128,266
273,403,47087,0.05240564935281744,0.26866666666666666,12,124,267
274,403,47861,0.05326707549164728,0.26866666666666666,13,124,266
275,406,50249,0.055924808850207564,0.27066666666666667,15,127,264
276,411,51085,0.05685523811643721,0.274,15,128,268
277,408,47713,0.05310235834882194,0.272,11,129,268
278,409,50807,0.05654583699680582,0.27266666666666667,15,128,266
279,398,45062,0.05015191817564635,0.2653333333333333,11,120,267
280,408,50380,0.05607060578068135,0.272,15,126,267
281,401,47301,0.052643821437713546,0.2673333333333333,13,122,266
282,406,47927,0.053340530433718045,0.27066666666666667,12,127,267
283,412,51653,0.057487395799712855,0.27466666666666667,15,131,266
284,416,52850,0.05881960133999622,0.2773333333333333,16,130,270
285,407,49025,0.05456255356089526,0.2713333333333333,14,123,270
286,411,50311,0.055993811977607374,0.274,14,128,269
287,411,50597,0.05631211672658067,0.274,14,130,267
288,405,47209,0.052541429700281576,0.27,12,123,270
289,404,45962,0.05115357647661128,0.2693333333333333,10,126,268
290,409,49401,0.05498102413996505,0.27266666666666667,13,129,267
291,406,48558,0.054042804198061234,0.27066666666666667,13,126,267
292,404,47996,0.053417324236792026,0.2693333333333333,13,124,267
293,403,47861,0.05326707549164728,0.26866666666666666,13,124,266
294,394,46577,0.05183804298227065,0.26266666666666666,15,113,266
295,410,51089,0.05685968993110817,0.2733333333333333,15,129,266
296,400,47021,0.05233219441074668,0.26666666666666666,13,121,266
297,405,49825,0.05545291649508631,0.27,15,125,265
298,408,51007,0.056768427730353586,0.272,16,125,267
299,401,47777,0.05317358738355722,0.2673333333333333,14,120,267
300,399,47213,0.052545881514952535,0.266,14,118,267
301,395,46241,0.051464090549910406,0.2633333333333333,14,115,266
302,394,44720,0.049771288021279676,0.26266666666666666,12,116,266
303,397,46803,0.05208957051117962,0.26466666666666666,14,117,266
304,400,48116,0.05355087867692068,0.26666666666666666,15,118,267
305,395,45621,0.050774059275912345,0.2633333333333333,13,116,266
306,401,48551,0.054035013522387064,0.2673333333333333,15,120,266
307,402,49456,0.05504223659169069,0.268,16,120,266
308,401,48849,0.05436667371537323,0.2673333333333333,15,122,264
309,399,46405,0.051646614951419575,0.266,12,123,264
310,391,44963,0.05004173576254021,0.26066666666666666,13,115,263
311,394,48741,0.054246474719257434,0.26266666666666666,17,117,260
312,389,44085,0.04906456244226553,0.25933333333333336,12,116,261
313,390,46052,0.051253742306707775,0.26,14,118,258
314,391,46325,0.051557578658000466,0.26066666666666666,14,119,258
315,405,49337,0.05490979510522977,0.27,14,127,264
316,403,48921,0.05444680637945042,0.26866666666666666,14,126,263
317,400,49490,0.05508007701639381,0.26666666666666666,16,122,262
318,399,45773,0.05094322823340864,0.266,11,124,264
319,401,47733,0.053124617422176716,0.2673333333333333,13,125,263
320,404,48141,0.05357870251861415,0.2693333333333333,13,125,266
321,408,49751,0.05537055792367364,0.272,14,127,267
322,404,49689,0.055301554796273834,0.2693333333333333,15,125,264
323,402,48286,0.053740080800436275,0.268,13,128,261
324,402,48643,0.054137405259819034,0.268,14,125,263
325,408,49120,0.05466828415933045,0.272,13,128,267
326,409,48485,0.0539615585803163,0.27266666666666667,12,128,269
327,412,51224,0.05700993867625291,0.27466666666666667,15,128,269
328,408,46798,0.05208400574284092,0.272,10,128,270
329,411,50489,0.056191917730464884,0.274,15,124,272
330,412,50154,0.05581907825177238,0.27466666666666667,14,126,272
331,410,48332,0.05379127666915226,0.2733333333333333,12,126,272
332,402,46511,0.051764588040199885,0.268,12,121,269
333,402,47908,0.05331938431403101,0.268,14,120,268
334,407,50267,0.05594484201622686,0.2713333333333333,16,121,270
335,399,47059,0.052374486650120754,0.266,14,117,268
336,394,44871,0.04993934402510823,0.26266666666666666,12,117,265
337,401,47591,0.0529665780013578,0.2673333333333333,13,124,264
338,397,44931,0.05000612124517256,0.26466666666666666,11,120,266
339,395,43451,0.04835894981691912,0.2633333333333333,10,117,268
340,396,45748,0.05091540439171517,0.264,13,116,267
341,396,45574,0.05072175045352862,0.264,12,120,264
342,395,46071,0.051274888426394806,0.2633333333333333,13,119,263
343,393,45665,0.05082302923729285,0.262,13,118,262
344,397,44783,0.04984140410234722,0.26466666666666666,11,119,267
345,397,47253,0.05259039966166208,0.26466666666666666,14,120,263
346,390,43759,0.048701739546582676,0.26,12,113,265
347,390,43604,0.04852923172808316,0.26,12,112,266
348,392,42918,0.04776574551201433,0.2613333333333333,10,116,266
349,391,44657,0.049701171940212126,0.26066666666666666,13,113,265
350,388,43820,0.04876962972031474,0.25866666666666666,13,110,265
351,395,45927,0.05111462309824042,0.2633333333333333,14,113,268
352,393,43513,0.048427952944318925,0.262,11,114,268
353,393,43199,0.04807848549264894,0.262,11,112,270
354,397,44013,0.048984429778188336,0.26466666666666666,11,114,272
355,401,45609,0.05076070383189948,0.2673333333333333,12,116,273
356,396,44045,0.049020044295555974,0.264,11,115,270
357,390,43447,0.04835449800224817,0.26,12,111,267
358,395,44225,0.04922037595574896,0.2633333333333333,11,117,267
359,398,46776,0.052059520762150674,0.2653333333333333,14,116,268
360,395,43919,0.04887981213342089,0.2633333333333333,11,115,269
361,394,45186,0.05028992443044596,0.26266666666666666,13,114,267
362,396,45427,0.050558146264371016,0.264,12,119,265
363,390,43447,0.04835449800224817,0.26,12,111,267
364,395,43601,0.048525892867079944,0.2633333333333333,10,118,267
365,397,46955,0.052258739468675916,0.26466666666666666,14,118,265
366,398,46157,0.051370602441820346,0.2653333333333333,13,117,268
367,395,45153,0.05025319695941058,0.2633333333333333,13,113,269
368,398,45686,0.05084640126431537,0.2653333333333333,13,114,271
369,400,46568,0.051828026399261,0.26666666666666666,13,118,269
370,396,45427,0.050558146264371016,0.264,12,119,265
371,397,46949,0.052252061746669486,0.26466666666666666,15,113,269
372,399,46285,0.05151306051129091,0.266,13,117,269
373,396,45593,0.05074289657321566,0.264,13,115,268
374,390,43759,0.048701739546582676,0.26,12,113,265
375,388,42737,0.04756430089815361,0.25866666666666666,11,113,264
376,389,45183,0.050286585569442745,0.25933333333333336,14,113,262
377,388,45680,0.05083972354230893,0.25866666666666666,15,112,261
378,388,44585,0.04962103927613493,0.25866666666666666,13,115,260
379,386,44037,0.049011140666214065,0.25733333333333336,13,113,260
380,388,44877,0.04994602174711467,0.25866666666666666,13,117,258
381,380,39905,0.04441241611111729,0.25333333333333335,9,111,260
382,386,44186,0.04917697076270715,0.25733333333333336,13,114,259
383,390,46385,0.0516243558780648,0.26,15,115,260
384,390,45760,0.05092875983572804,0.26,14,116,260
385,388,43811,0.04875961313730509,0.25866666666666666,12,115,261
386,388,43511,0.04842572703698345,0.25866666666666666,12,113,263
387,389,44409,0.0494251594306129,0.25933333333333336,13,113,263
388,393,44891,0.04996160309846301,0.262,12,118,263
389,394,44720,0.049771288021279676,0.26266666666666666,12,116,266
390,391,43085,0.04795160877452671,0.26066666666666666,10,118,263
391,393,45215,0.05032220008681038,0.262,13,115,265
392,386,43263,0.04814971452738422,0.25733333333333336,12,113,261
393,380,40226,0.044769674238461454,0.25333333333333335,10,108,262
394,387,44935,0.05001057305984352,0.258,14,113,260
395,385,43139,0.048011708272584615,0.25666666666666665,12,113,260
396,384,42562,0.04736953400629932,0.256,12,110,262
397,391,45585,0.05073399294387375,0.26066666666666666,14,114,263
398,382,42012,0.04675740948904297,0.25466666666666665,12,108,262
399,390,44533,0.04956316568541252,0.26,13,113,264
400,385,40515,0.04509131784843797,0.25666666666666665,9,111,265
401,388,42737,0.04756430089815361,0.25866666666666666,11,113,264
402,383,41357,0.04602842483667405,0.25533333333333336,11,108,264
403,387,42461,0.0472571256858577,0.258,11,112,264
404,395,45467,0.050602664411080564,0.2633333333333333,13,115,267
405,392,44936,0.050011686013511254,0.2613333333333333,13,114,265
406,387,42461,0.0472571256858577,0.258,11,112,264
407,385,40515,0.04509131784843797,0.25666666666666665,9,111,265
408,385,41135,0.04578134912243603,0.25666666666666665,10,110,265
409,390,42353,0.047136926689741905,0.26,11,109,270
410,395,44219,0.04921369823374253,0.2633333333333333,12,112,271
411,391,42635,0.04745077962404425,0.26066666666666666,11,110,270
412,396,46825,0.05211405549186987,0.264,15,113,268
413,393,45035,0.0501218684266174,0.262,14,109,270
414,386,41256,0.04591601651623243,0.25733333333333336,10,110,266
415,389,41777,0.04649586537712435,0.25933333333333336,10,111,268
416,402,46511,0.051764588040199885,0.268,12,121,269
417,396,45593,0.05074289657321566,0.264,13,115,268
418,389,42845,0.0476844998942694,0.25933333333333336,12,108,269
419,385,42323,0.04710353807970974,0.25666666666666665,13,103,269
420,379,38045,0.0423423222891231,0.25266666666666665,9,100,270
421,381,39211,0.04364002626570656,0.254,10,101,270
422,389,42845,0.0476844998942694,0.25933333333333336,12,108,269
423,388,40404,0.044967779991318964,0.25866666666666666,9,108,271
424,390,43901,0.04885977896740159,0.26,13,109,268
425,385,43097,0.04796496421853958,0.25666666666666665,14,103,268
426,382,40307,0.044859823485548296,0.25466666666666665,10,107,265
427,382,40433,0.04500005564768339,0.25466666666666665,11,103,268
428,393,45361,0.050484691322300254,0.262,14,111,268
429,389,43007,0.04786479838844309,0.25933333333333336,12,109,268
430,384,43315,0.048207588118106645,0.256,14,105,265
431,376,40199,0.04473962448943251,0.25066666666666665,12,101,263
432,376,39291,0.04372906255912566,0.25066666666666665,10,105,261
433,373,38475,0.04282089236625079,0.24866666666666667,10,102,261
434,378,41536,0.0462276435431993,0.252,12,108,258
435,378,41836,0.04656152964352094,0.252,12,110,256
436,368,37439,0.04166787236647338,0.24533333333333332,10,99,259
437,377,41417,0.04609520205673838,0.25133333333333335,12,108,257
438,376,40220,0.04476299651645502,0.25066666666666665,11,106,259
439,384,41476,0.046160866323134965,0.256,11,108,265
440,361,37703,0.04196169213475643,0.24066666666666667,13,91,257
441,372,38353,0.04268511201878666,0.248,9,107,256
442,362,36467,0.04058608140143126,0.24133333333333334,10,97,255
443,372,38362,0.042695128601796306,0.248,10,102,260
444,374,40136,0.04466950840836496,0.24933333333333332,12,102,260
445,364,36999,0.04117817275266831,0.24266666666666667,10,99,255
446,363,37043,0.041227142714048814,0.242,10,100,253
447,368,38988,0.043391837597800804,0.24533333333333332,11,104,253
448,366,36286,0.04038463678757053,0.244,9,98,259
449,377,42039,0.04678745923807192,0.25133333333333335,13,107,257
450,380,43784,0.048729563388276144,0.25333333333333335,15,106,259
451,368,38684,0.04305349968280821,0.24533333333333332,11,102,255
452,374,40760,0.045363991497033976,0.24933333333333332,12,106,256
453,377,40491,0.045064606960412236,0.25133333333333335,11,107,259
454,375,40103,0.04463278093732958,0.25,11,106,258
455,369,37867,0.04214421653626559,0.246,10,101,258
456,371,39023,0.04343079097617166,0.24733333333333332,11,102,258
457,377,38633,0.042996739045753525,0.25133333333333335,9,105,263
458,377,41111,0.045754638234410304,0.25133333333333335,12,106,259
459,382,41238,0.04589598335021313,0.25466666666666665,11,108,263
460,377,40023,0.04454374464391048,0.25133333333333335,11,104,262
461,376,39134,0.04355432883329067,0.25066666666666665,10,104,262
462,375,38701,0.043072419895159766,0.25,10,102,263
463,384,40702,0.04529944018430513,0.256,10,108,266
464,382,41696,0.04640571613003751,0.25466666666666665,12,106,264
465,378,39364,0.043810308176870594,0.252,10,104,264
466,374,38747,0.04312361576387575,0.24933333333333332,10,103,261
467,383,42131,0.04688985097550389,0.25533333333333336,12,108,263
468,380,40529,0.04510689919978631,0.25333333333333335,11,105,264
469,381,41257,0.04591712946990017,0.254,12,104,265
470,378,38906,0.04330057539704622,0.252,9,106,263
471,389,43619,0.04854592603309924,0.25933333333333336,13,108,268
472,389,43941,0.04890429711411114,0.25933333333333336,13,110,266
473,380,41588,0.04628551713392171,0.25333333333333335,13,102,265
