epoch,num_nodes_coll,num_params_coll,reduction_pars_coll,reduction_nodes,num_colors_l0,num_colors_l1,num_colors_l2
0,1500,898510,1.0,1.0,500,500,500
1,1500,898510,1.0,1.0,500,500,500
2,1500,898510,1.0,1.0,500,500,500
3,1500,898510,1.0,1.0,500,500,500
4,1500,898510,1.0,1.0,500,500,500
5,1500,898510,1.0,1.0,500,500,500
6,1500,898510,1.0,1.0,500,500,500
7,1500,898510,1.0,1.0,500,500,500
8,1500,898510,1.0,1.0,500,500,500
9,1500,898510,1.0,1.0,500,500,500
10,1500,898510,1.0,1.0,500,500,500
11,1500,898510,1.0,1.0,500,500,500
12,1500,898510,1.0,1.0,500,500,500
13,1500,898510,1.0,1.0,500,500,500
14,1500,898510,1.0,1.0,500,500,500
15,1500,898510,1.0,1.0,500,500,500
16,1500,898510,1.0,1.0,500,500,500
17,1500,898510,1.0,1.0,500,500,500
18,1500,898510,1.0,1.0,500,500,500
19,1500,898510,1.0,1.0,500,500,500
20,1500,898510,1.0,1.0,500,500,500
21,1500,898510,1.0,1.0,500,500,500
22,1500,898510,1.0,1.0,500,500,500
23,1499,897225,0.9985698545369557,0.9993333333333333,499,500,500
24,1500,898510,1.0,1.0,500,500,500
25,1499,897225,0.9985698545369557,0.9993333333333333,499,500,500
26,1499,897225,0.9985698545369557,0.9993333333333333,499,500,500
27,1500,898510,1.0,1.0,500,500,500
28,1498,895940,0.9971397090739113,0.9986666666666667,498,500,500
29,1498,895940,0.9971397090739113,0.9986666666666667,498,500,500
30,1494,890800,0.9914191272217338,0.996,494,500,500
31,1496,893370,0.9942794181478225,0.9973333333333333,496,500,500
32,1491,886945,0.9871286908326007,0.994,491,500,500
33,1492,888230,0.988558836295645,0.9946666666666667,492,500,500
34,1489,884375,0.9842683999065119,0.9926666666666667,489,500,500
35,1491,886945,0.9871286908326007,0.994,491,500,500
36,1488,883090,0.9828382544434675,0.992,488,500,500
37,1486,880520,0.9799779635173788,0.9906666666666667,486,500,500
38,1483,876665,0.9756875271282457,0.9886666666666667,483,500,500
39,1485,879235,0.9785478180543344,0.99,485,500,500
40,1485,879235,0.9785478180543344,0.99,485,500,500
41,1477,868955,0.9671066543499794,0.9846666666666667,477,500,500
42,1474,865100,0.9628162179608463,0.9826666666666667,474,500,500
43,1471,861557,0.9588730231160477,0.9806666666666667,472,499,500
44,1473,864125,0.9617310881348009,0.982,474,499,500
45,1471,861557,0.9588730231160477,0.9806666666666667,472,499,500
46,1462,850320,0.9463667627516666,0.9746666666666667,464,498,500
47,1459,846471,0.9420830040845399,0.9726666666666667,461,498,500
48,1452,837817,0.9324515030439283,0.968,455,497,500
49,1451,835877,0.930292372928515,0.9673333333333334,452,499,500
50,1455,841663,0.9367319228500518,0.97,458,497,500
51,1449,834625,0.928898954936506,0.966,454,495,500
52,1449,834625,0.928898954936506,0.966,454,495,500
53,1455,842305,0.93744643910474,0.97,460,495,500
54,1437,819935,0.9125496655574229,0.958,444,493,500
55,1440,824750,0.9179085374675853,0.96,450,490,500
56,1438,822200,0.9150705056148513,0.9586666666666667,448,490,500
57,1427,807837,0.8990851520851187,0.9513333333333334,436,491,500
58,1418,798405,0.8885877730910062,0.9453333333333334,433,485,500
59,1419,798661,0.8888726892299473,0.946,431,488,500
60,1425,807295,0.8984819311972042,0.95,440,485,500
61,1412,790097,0.8793413540194321,0.9413333333333334,425,487,500
62,1392,766462,0.8530366940824253,0.928,410,482,500
63,1399,776711,0.8644433562230804,0.9326666666666666,421,478,500
64,1380,754489,0.8397112998185885,0.92,407,473,500
65,1375,750293,0.8350413462287565,0.9166666666666666,408,467,500
66,1381,757805,0.8434018541808105,0.9206666666666666,414,467,500
67,1358,730433,0.8129380863874637,0.9053333333333333,395,463,500
68,1352,723302,0.8050016137828182,0.9013333333333333,390,462,500
69,1350,721520,0.8030183303469076,0.9,390,460,500
70,1359,733069,0.8158718322556232,0.906,400,459,500
71,1355,728093,0.8103337748049548,0.9033333333333333,396,459,500
72,1346,718652,0.7998263792278327,0.8973333333333333,392,454,500
73,1324,692850,0.7711099486928359,0.8826666666666667,374,450,500
74,1349,722369,0.8039632280108179,0.8993333333333333,395,454,500
75,1325,693725,0.7720837831521074,0.8833333333333333,374,451,500
76,1313,681455,0.7584278416489522,0.8753333333333333,369,444,500
77,1314,683396,0.7605880847180332,0.876,372,442,500
78,1323,695125,0.7736419182869417,0.882,383,440,500
79,1332,706481,0.7862806201377837,0.888,393,439,500
80,1313,685283,0.7626882282890564,0.8753333333333333,380,433,500
81,1327,702011,0.7813057172429911,0.8846666666666667,393,434,500
82,1303,673449,0.7495175345850352,0.8686666666666667,371,432,500
83,1288,660038,0.73459171294699,0.8586666666666667,370,418,500
84,1288,660038,0.73459171294699,0.8586666666666667,370,418,500
85,1266,638980,0.7111551346117461,0.844,364,402,500
86,1244,616850,0.6865254699446862,0.8293333333333334,354,390,500
87,1245,617059,0.6867580772612436,0.83,352,393,500
88,1223,596753,0.6641584400841393,0.8153333333333334,347,376,500
89,1235,610079,0.6789896606604267,0.8233333333333334,357,378,500
90,1214,588200,0.6546393473639692,0.8093333333333333,344,370,500
91,1222,596216,0.6635607839645635,0.8146666666666667,348,374,500
92,1221,597185,0.6646392360686024,0.814,354,367,500
93,1229,602159,0.6701750676119353,0.8193333333333334,348,381,500
94,1263,639475,0.7117060466772768,0.842,374,389,500
95,1251,627217,0.6980634606181345,0.834,368,383,500
96,1245,622295,0.692585502665524,0.83,369,376,500
97,1217,592577,0.659510745567662,0.8113333333333334,350,367,500
98,1200,576665,0.641801426806602,0.8,345,355,500
99,1197,574705,0.6396200376178339,0.798,347,350,500
100,1201,581445,0.6471213453383936,0.8006666666666666,359,342,500
101,1185,563695,0.6273664177360296,0.79,344,341,500
102,1154,534629,0.5950173064295333,0.7693333333333333,333,321,500
103,1158,540368,0.6014045475286863,0.772,342,316,500
104,1152,533230,0.5934602842483667,0.768,334,318,500
105,1121,505131,0.5621873991385739,0.7473333333333333,325,296,500
106,1154,536484,0.5970818354831888,0.7693333333333333,340,314,500
107,1138,520245,0.5790085808727783,0.7586666666666667,329,309,500
108,1126,509261,0.5667838977863352,0.7506666666666667,325,301,500
109,1110,492160,0.5477512771143337,0.74,310,300,500
110,1150,530205,0.5900935994034568,0.7666666666666667,329,321,500
111,1112,496442,0.5525169447195913,0.7413333333333333,320,292,500
112,1116,498130,0.5543956105107345,0.744,314,302,500
113,1100,488478,0.5436533817097194,0.7333333333333333,328,272,500
